location_id,age_group_id,parameter,anc1,value
179,164,cat34,False,0.0011941943781003123
179,164,cat35,True,0.0045930553003858164
179,164,cat35,False,0.0014697776961234614
179,164,cat36,True,0.0009186110600771634
179,164,cat36,False,0.00018372221201543268
179,164,cat37,True,0.008083777328679037
179,164,cat37,False,0.004133749770347235
179,164,cat38,True,9.186110600771634e-05
179,164,cat39,True,0.003398860922285504
179,164,cat39,False,0.002112805438177476
179,164,cat40,True,0.00551166636046298
179,164,cat40,False,0.002939555392246923
179,164,cat41,True,0.000826749954069447
179,164,cat41,False,0.00036744442403086535
179,164,cat42,True,0.031140914936615836
179,164,cat42,False,0.011298916038949109
179,164,cat43,True,0.010931471614918243
179,164,cat43,False,0.004776777512401249
179,164,cat44,True,0.03867352562924858
179,164,cat44,False,0.013319860371118868
179,164,cat45,True,0.004041888664339519
179,164,cat45,False,0.0018372221201543267
179,164,cat47,True,0.000826749954069447
179,164,cat47,False,0.0006430277420540144
179,164,cat48,True,0.037479331251148267
179,164,cat48,False,0.010104721660848796
179,164,cat49,True,0.002939555392246923
179,164,cat49,False,0.000551166636046298
179,164,cat50,True,0.010564027190887379
179,164,cat50,False,0.004041888664339519
179,164,cat51,True,0.019198971155612712
179,164,cat51,False,0.00551166636046298
179,164,cat52,True,0.06944699614183354
179,164,cat52,False,0.01552452691530406
179,164,cat53,True,0.013227999265111152
179,164,cat53,False,0.003398860922285504
179,164,cat54,True,0.042439830975564946
179,164,cat54,False,0.009461693918794782
179,164,cat55,True,0.0185559434135587
179,164,cat55,False,0.0020209443321697594
179,164,cat56,True,0.01102333272092596
179,164,cat56,False,0.001929083226162043
179,164,cat8,True,9.186110600771634e-05
179,164,cat80,False,0.000551166636046298
179,164,cat80,True,0.000275583318023149
179,164,cat81,True,0.000551166636046298
179,164,cat82,False,9.186110600771634e-05
179,164,cat82,True,9.186110600771634e-05
179,164,cat88,True,0.0017453610141466103
179,164,cat88,False,0.0012860554841080288
179,164,cat89,False,0.0004593055300385817
179,164,cat89,True,9.186110600771634e-05
179,164,cat95,False,0.000826749954069447
179,164,cat95,True,0.0006430277420540144
179,164,cat96,False,9.186110600771634e-05
179,164,cat96,True,9.186110600771634e-05
